name,n_beds,distance_text,distance_value,duration_in_traffic_text,duration_in_traffic_value,duration_text,duration_value,full_direction,gps,internal_url,external_url,mobile,phone,price,description
Centre Loisirs Vacances Accueil,67,306 km,305779,2 hours 55 mins,10479,2 hours 47 mins,10034,"42 Rue de la Louvière, 52400 Varennes sur Amance, France","47.898722,5.610525",http://www.grandsgites.com/gite-52-loisirs-vacances-accueil-1455.htm,,,03.25.90.61.05,Gestion libre : Nous consulter  Autres infos : Tarifs selon prestation : nous consulter  Taxe de séjour : None Location draps : None Ménage fin de séjour : None Animaux : None Chèques vacances : None,"
Grand gite isolé du village en pleine campagne, à proximité de la forêt, cuisine équipée, espace extérieur avec tables et barbecue. A 300 km Paris Lyon, 90 km de Dijon, 100 km de Nancy, idéal pour réunion de famille. Douche lavabos dans toute les chambres. Gare avec Train direct Paris Lyon à 25 km."
Gite La Pointe,12,149 km,148877,1 hour 42 mins,6135,1 hour 36 mins,5743,"4-8 D23, 10190 Chennegy, France","48.226411, 3.857220",http://www.grandsgites.com/gite-10-la-pointe-3088.htm,,06.78.32.46.13,03.25.75.85.22,Gestion libre : None  Autres infos : Tarif assoupli - pour une occupation jusqu'à 8 personnes avec 4 chambres à disposition au lieu de 5 - réduction de 100 €  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : 60 € Animaux : Non admis Chèques vacances : Non,"
A 23 km de Troyes, 40 km de Sens, 150 km de Paris – au cœur de la forêt d’Othe ""massif boisé du bassin parisien"" champagne méridionale - autoroute A5. Maison de charme datant de 1799, entièrement restaurée dans son authenticité, indépendante, sur terrain clos arboré et fleuri; idéale pour un séjour familial intergénérationnel ou entre amis. Gîte classé 4 épis ""Gîtes de France"" depuis 2003 - équipé ""bébé câlin"". Compris dans les différents tarifs : draps fournis, lits faits, fournitures des ""indispensables"" pratiques et alimentaires, (check liste à disposition), accès offert au tennis communal, horaires: arrivée/départ flexibles."
Tour de Guet Château de Charbogne,19,220 km,220286,2 hours 37 mins,9432,2 hours 22 mins,8509,"11 Gr Grande Rue, 08130 Charbogne, France","49.501878, 4.588406",http://www.grandsgites.com/gite-08-chateau-charbogne-2229.htm,,06.03.47.53.39,03.24.30.18.56,Gestion libre : None  Autres infos : Tarif disponible pour les petits groupes jusqu'à 11 personnes  Taxe de séjour : Pas de taxe Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Oui,"
Dans la partie rénovée de notre château du 16 ème siècle, notre gîte de grand confort permet d'héberger jusqu'à 19 personnes. Dans la tour, la salle à manger de 70 m² accueillera vos soirées ou  repas en famille, entre amis. Profitez de la cheminée, du baby-foot. La piscine intérieure (chauffée toute l'année) et le sauna agrémenteront votre séjour. Dans le village, vente de produits du terroir et fruits de saison, boulangerie ambulante. A 5 minutes à Attigny : Boulangeries, boucherie, épicerie, supérette, pharmacie, tabac presse, bars. Grandes surfaces à 10 km."
Ferme des Prairies,90,186 km,186432,1 hour 52 mins,6706,1 hour 45 mins,6307,"353 D619, 10270 Lusigny-sur-Barse, France","48.261113,4.240485",http://www.grandsgites.com/gite-10-ferme-prairies-1763.htm,,,03.25.41.23.29,Gestion libre : Nous consulter Nuit + Petit-déj : Nous consulter Pension complète : Nous consulter  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Non inclus Animaux : Admis Chèques vacances : Non,"
Le gite est situé sur la commune de Lusigny à 5 mn du parc naturel de la foret d'orient et de son lac à 10 mn de Troyes, ville moyenâgeuse. La ferme des Prairies vous propose la location de salle avec couchages en gite de groupe, table d’hôtes, produits du terroir de champagne, tennis, barbecue et mini ferme."
Domaine Saint Georges,70,202 km,202171,2 hours 13 mins,7974,2 hours 7 mins,7602,"4 Rue du Flamard, 10210 Étourvy, France","47.956241, 4.132081",http://www.grandsgites.com/gite-10-domaine-st-georges-2173.htm,,06.80.21.09.71,03.25.70.05.45,"Gestion libre : None Nuit + Petit-déj : Basse saison : à partir de 23,50 €/pers. Demi-pension : Basse saison : à partir de 31,50 €/pers. Pension complète : Basse saison : à partir de 52,50 €/pers.  Autres infos : Devis gratuit sur demande  Taxe de séjour : None Location draps : Inclus Ménage fin de séjour : à partir de 50 € Animaux : Admis 3 € Chèques vacances : Oui","
Entre vignobles champenois et chablisien, le Domaine Saint Georges est une ancienne demeure bourgeoise au cœur d'un parc arboré. Ce gîte de groupes est idéal pour vos rassemblements privés (mariage, fête de famille, cousinade, groupe de randonneurs à pied, à vélo ou à moto...) ou professionnels (séminaires, stages danse, musique,chorale, ressourcement, théâtre...)"
Ferme Equestre de Lagesse,80,194 km,194457,2 hours 6 mins,7551,2 hours 0 mins,7179,"Montigny, 10210 Lagesse, France","48.021710, 4.144757",http://www.grandsgites.com/gite-10-lagesse-1578.htm,,,06.19.57.43.14,Gestion libre : None  Taxe de séjour : Incluse Location draps : 5 € Ménage fin de séjour : Forfait Animaux : Admis 3 € Chèques vacances : Non,"
Au milieu des près, des bois et des chevaux, dans un cadre exceptionnel, la ferme équestre vous accueille pour tout événement ou séjour de 10 à 80 personnes .
Tout pour l'équitation sur place des enfants de 3 ans aux adultes. Elevage de poneys et chevaux. Sa butte gallo-romaine avec son étang et parcours de cross. Ses forêts,  ses étangs dont un aménagé pour la baignade et ses plaines vallonnées pour vos promenades, à pied, à vélo ou à cheval."
Le Moulin Ardennais,26,273 km,273034,3 hours 11 mins,11459,2 hours 55 mins,10493,"5-7 Rue du Vivier, 08210 Beaumont-en-Argonne, France","49.53860210,5.06030700",http://www.grandsgites.com/gite-08-moulin-ardennais-1584.htm,,,06.62.48.16.54,Gestion libre : None  Autres infos : Pâques : du 03 avril au 06 avril : 1680 €  Taxe de séjour : Incluse Location draps : 8 € Ménage fin de séjour : 140 € Animaux : Non admis Chèques vacances : Non,"
Grande maison à la campagne pour se retrouver en famille ou entre amis dans un cadre chaleureux et pittoresque avec les vestiges du mécanisme du moulin. Vous pouvez loger 26 personnes confortablement avec matériel de puériculture à disposition. Parmi ses atouts, une grande halle couverte, un SPA 5 places, et une piscine couverte chauffée."
Gîte la Champenoise,22,168 km,167553,1 hour 58 mins,7056,1 hour 42 mins,6147,"9 Rue de Verdun, 51220 Loivre, France","49.343757, 3.986400",http://www.grandsgites.com/gite-51-champenoise-3473.htm,,06.33.28.13.62,03.20.50.33.24,"Gestion libre : Tarif week-end 2 nuits :
  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Non","
Bienvenue au gîte la Champenoise, composé de 2 maisons meublées à proximité immédiate de Reims, dans le village de Loivre. Les maisons sont neuves, confortable et très bien équipées. ATTENTION : La salle à manger est limité à 12 couverts à table. Il n'y a pas de grande pièce, au delà de 12 personnes il faut prévoir une restauration extérieur. Ce lieu n'est pas adapté pour faire la fête. Avec ces huits chambres, c'est le lieu idéal pour loger des salariés, amis et famille."
Gîte des 3 Sillons,14,220 km,219888,2 hours 28 mins,8897,2 hours 21 mins,8452,"2 Rue du Château d'Eau, 52220 Louze, France","48.4324380,4.7147759",http://www.grandsgites.com/gite-52-trois-sillons-668.htm,,06.16.90.23.08,03.26.65.52.30,"Gestion libre : None  Taxe de séjour : Non incluse
 Location draps : Non inclus Ménage fin de séjour : Non inclus Animaux : Admis Chèques vacances : Oui","
Grande maison familiale de style champenois, pouvant accueillir de 2 à 14 personnes, située à proximité du lac du Der (15km), au coeur d'un village calme près de Montier en Der. Le gîte est entouré d'un terrain clos arboré offrant des possibilités de parking. Maison tout confort, 4 chambres, 2 salles de bain, 2 WC indépendants, salon avec cheminée, cuisine, salle à manger, terrasse avec salon de jardin et barbecue. Proximité de Troyes, Chaumont, Saint Dizier, Vitry le François, Nigloland. Location toute l'année, semaine, week end 1 et 2 nuits et plus."
Le Relais du Château,23,241 km,241047,2 hours 59 mins,10734,2 hours 44 mins,9823,"4 Rue du Château, 08250 Châtel-Chéhéry, France","49.285055,4.955525",http://www.grandsgites.com/gite-08-relais-chateau-930.htm,,,03.24.30.78.54,"Gestion libre : None  Autres infos : Une majoration de 100 € sera appliquée pour les période de jour de l'an, pâques, pentecôte, 1er mai, 8 mai, ascension, noël et mariages, le tarif est prévu pour 23 personnes draps fournis, lits faits.  Taxe de séjour : 1.05 €/nuit/adulte Location draps : Inclus Ménage fin de séjour : 180 € Animaux : Admis Chèques vacances : Oui","
Idéal pour vos réunions de famille ou d'amis. Au coeur de la Forêt d'Argonne, notre gîte de groupe est situé dans le parc du château. Bénéficiant d'un panorama exceptionnel, la batisse, indépendante, de 320 m² (sur 2 niveaux) est confortablement meublée et équipée, avec chauffage central et 2 salles de jeux (ping-pong et baby-foot bonzini).
Dans le parc clos de 3ha, barbecue et salons de jardin, piscine chauffée avec véranda amovible ouverte du 1er mai au 30 septembre, terrain de foot et terrain de pétanque, étang privé."
Gite le Gnomon,23,160 km,160450,2 hours 20 mins,8402,2 hours 5 mins,7473,"24 Gr Grande Rue, 51130 Germinon, France","48.8764259,4.1564745",http://www.grandsgites.com/gite-51-gnomon-525.htm,,06.15.85.32.62,03.26.70.25.56,"Gestion libre : None  Autres infos : La remise des clefs se fait entre 16h00 ET 19h00 au plus tard (pas d'accueil après 19H).  Taxe de séjour : Incluse Location draps : 8,50 €/lit Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Non","
A 10 Km du vignoble ""côte des blancs"" fermette indépendante de 1818, rénovée, d'une superficie de 445m² équipée normes de  sécurité et handicapés."
Les Jardins de Bois Gérard,80,171 km,170910,2 hours 5 mins,7507,1 hour 59 mins,7134,"Allée de Bois-Gérard, 10130 Chessy-les-Prés, France","47.994546,3.937567",http://www.grandsgites.com/gite-10-bois-gerard-965.htm,,06.07.02.97.02,03.25.42.60.14,"Gestion libre : None Demi-pension : Nous consulter Pension complète : Nous consulter  Autres infos : HAUTE SAISON (1er avril / 31 octobre) : week-end 2 nuitées minimum (vendredi 17h / dimanche 15h).  Taxe de séjour : Incluse Location draps : 3 €/pers. lits faits avec drap housse (ni oreiller, ni couette) Ménage fin de séjour : Inclus sauf équipement cuisine Animaux : Admis sous conditions (nous consulter) Chèques vacances : Non","
Accueil familial en Champagne, aux portes de la Bourgogne, dans un lieu calme au cœur de la forêt. Chanteurs, musiciens passionnés de cuisine du monde, les hôtes proposent de nombreux ateliers pour animer vos séjours et vous préparent de délicieux repas. Table Bio Végétarienne ou Cuisine Vivante Végétalienne : du plat unique à la pension complète ou aux menus de fête, les recettes s’adaptent à vos envies. Originalité gourmande et équilibrée, plaisir des yeux et voyages aux multiples saveurs."
