name,n_beds,distance_text,distance_value,duration_in_traffic_text,duration_in_traffic_value,duration_text,duration_value,full_direction,gps,internal_url,external_url,mobile,phone,price,description
La ferme Dufresne,32,201 km,200897,2 hours 24 mins,8641,2 hours 11 mins,7861,"1011 Rue de la Ferme Dufresne, 76210 Bernières, France","49.6354740,0.4870930",http://www.grandsgites.com/gite-76-ferme-dufresne-603.htm,,06.89.23.13.75 ,02.35.38.33.78,Gestion libre : None  Autres infos : En semaine ou sur une longue durée le tarif pour un groupe (minimum 10 personnes) est de 15 € par nuit.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : 150 € Animaux : Non Chèques vacances : Non,"
Dans un corps de ferme typiquement normand, le gîte en briques et silex, entièrement restauré du XIXème, a été conçu pour vous permettre de fêter vos cérémonies (anniversaires, mariages...). Vous pourrez y réunir votre famille, vos amis (salle de réception de 120 personnes), en toute tranquillité et profiter ensemble, le lendemain, de la joie de vous retrouver grâce à sa capacité de couchage (32 personnes avec en annexe, si besoin, un petit gîte de 5 couchages). 

Situé en Normandie, dans le pays de Caux, à Bernières, près de Bolbec, vous n’êtes qu’à 2 heures de Paris, 30 mn du Havre et d’Etretat, 45 mn de Rouen. 
"
La Grange de Fontenay,40,103 km,102866,1 hour 31 mins,5461,1 hour 19 mins,4738,"35 Gr Grande Rue, 27510 Fontenay, France","49.211658, 1.565800",http://www.grandsgites.com/gite-27-grange-fontenay-2454.htm,,,06.60.09.97.13,Nuit : None  Taxe de séjour : Sans Location draps : Draps à usage unique inclus  Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Non,"
Située dans le Vexin  normand, à 1 heure de Paris et de Rouen, la Grange de Fontenay vous propose la Ruche. Ce gite de groupe pour 40 personnes est au cœur d’un parc paysager de 4 hectares. La Pommeraie, une grange de réception de 170 m² ouverte sur l’extérieur, pourra accueillir votre événement privé, associatif ou professionnel."
Gîte de la Porte Océane,30,206 km,205542,2 hours 23 mins,8569,2 hours 9 mins,7752,"23 Rue Georges Heuillard, 76600 Le Havre, France","49.4923,0.115833",http://www.grandsgites.com/gite-76-porte-oceane-1805.htm,,06.25.37.64.84,02.76.84.10.00,"Gestion libre : 20 € Demi-pension : 28 € Pension complète : 36 €  Taxe de séjour : 0,90 €/pers./nuit Location draps : Inclus Ménage fin de séjour : None Animaux : Non admis Chèques vacances : Oui","
Maison bourgeoise entièrement rénovée en 2008. Située en centre ville à proximité des gares Sncf, Routière et Maritime. Dans un rayon de 15/20 mn à pied, la plage, les docks, l'architecture Perret, les théâtres, rues piétonnes.
"
Les Coteaux de la Risle,14,162 km,162129,2 hours 1 min,7237,1 hour 48 mins,6472,"1 Rue de l'Église, 27290 Glos-sur-Risle, France","49.266572,0.679647",http://www.grandsgites.com/gite-27-coteaux-risle-1607.htm,,,06.98.03.23.86,Gestion libre : None  Taxe de séjour : None Location draps : 6 à 8 € Ménage fin de séjour : 50 € Animaux : Admis Chèques vacances : Oui,"
A moins de 2 h de Paris, venez vous ressourcer entre amis ou en famille dans cette grande maison restaurée depuis peu. Vous pourrez organiser de grandes randonnées en forêt ou sur la voie verte à pied ou à vélo (location possible), des balades en canoë kayac ou vous rendre à la base de loisirs de Brionne. Pêche, équitation, accrobranche, golf peuvent également être pratiqué à proximité. Sur place, les enfants trouveront trampoline, balançoire, toboggan et ping pong.
"
Les Ecuries,20,176 km,175562,2 hours 9 mins,7728,1 hour 56 mins,6961,"Mesnil Bénard, 76680 Saint-Saëns, France","49.671340, 1.244203",http://www.grandsgites.com/gite-76-les-ecuries-2299.htm,,,06.62.73.83.76,"Gestion libre : None  Autres infos : Le tarif ménage est pour les chambres et salles d'eau mais n'est pas le rangement des salles, équipements, cuisine du rez de chaussée.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Non","
Belle demeure dans un parc paysager de trois hectares. Anciennes maisons et bâtiments modernisé avec plafonds à poutres apparentes et planchers tommettes.  Espaces intérieurs et extérieurs de dimensions généreuses, chaleureux et conviviaux alliant style et confort. Autour de la demeure, paysage de Normandie verdoyant avec ses forêts et le littoral. Un havre de paix loin de l'agitation et du bruit. Privé et sécurisé pour les enfants. Idéal pour les groupes d'amis ou familles."
Château de Cernay,29,134 km,134139,1 hour 57 mins,7044,1 hour 46 mins,6365,"39 Cernay, 27330 Bois-Anzeray, France","48.940209, 0.706440",http://www.grandsgites.com/gite-27-chateau-cernay-2827.htm,,,06.71.56.55.03,Gestion libre : None  Autres infos : Linge de toilette possible sur demande: 6 €/pers.  Taxe de séjour : Incluse Location draps : 8 €/lit Ménage fin de séjour : 230 € Animaux : Non admis Chèques vacances : Non,"
Dans un écrin de verdure, à 1h30 de Paris, découvrez le château début XVIIIème accompagné de sa chapelle du XVème siècle et de la maison du garde datant du XIXème siècle. Propriété de famille entièrement restauré, le Château dispose de 7 chambres avec salles de bains à l'étage et d'un très grand salon, d'une grande salle à manger avec cuisine attenante pouvant accueillir jusqu'à 35 personnes. Le Château vous accueille dans un merveilleux parc au cœur d'une propriété boisée de 300 ha. "
Chèvrefeuille,31,110 km,109667,1 hour 36 mins,5732,1 hour 24 mins,5056,"3-27 D833, 27240 Gouville, France","48.848853,0.995115",http://www.grandsgites.com/gite-27-chevrefeuille-1465.htm,,06.84.14.76.77,02.32.35.07.34,Gestion libre : None  Autres infos : Week-end : du vendredi 9h au dimanche 18h.  Taxe de séjour : Non incluse Location draps : Inclus Ménage fin de séjour : 250 € Animaux : Admis Chèques vacances : Oui,"
Gîte dans un parc de 12 hectares, alliant calme et détente, jeux skateboard, volley, basket, terrain de VTT et les jeux pour les petits. Parfait pour vos réunions, baptêmes, et même pour vos mariages de moins de 80 personnes.
"
Château du Bel Event,20,178 km,178314,2 hours 8 mins,7674,1 hour 55 mins,6912,"2 Rue du Puits, 76190 Veauville-lès-Baons, France","49.655183,0.761349",http://www.grandsgites.com/gite-76-bel-event-1105.htm,,06.78.47.97.29 ,02.35.56.88.79,"Gestion libre : L'Orangerie 12 couchages :  Autres infos : Formules a la carte, nous consulter.  Taxe de séjour : None Location draps : Non inclus Ménage fin de séjour : Non inclus Animaux : Admis Chèques vacances : None","
Au cœur du pays de Caux à 4 km d'un gros bourg (Yvetot) entre Rouen, Le Havre et Dieppe, 2 gites de groupes dans le parc d'une grande propriété de 1870. L'Orangerie avec une grande salle de réception 50 m², une cuisine équipée, 6 chambres avec couchages individuels sauf pour une avec un  couchage de 140, 2 salles de bains, 2 WC, terrasse privative donnant sur le parc avec salon de jardin et barbecue. Le prieuré avec un séjour salon 2 couchages, un comptoir avec coin cuisine, 1 chambre avec un lit de 180 et 1 lit 90, dans la 2ème chambre un lit de 140 et 2 lits superposes, 1 salle de bain avec WC, terrasse privative avec salon de jardin et barbecue donnant sur le parc. "
Brindille,15,123 km,123213,2 hours 2 mins,7316,1 hour 47 mins,6443,"7 Rue Godard Montroty, 76220 Montroty, France","49.4352698,1.6639835",http://www.grandsgites.com/gite-76-brindille-195.htm,,,02.35.90.21.88,"Gestion libre : None  Taxe de séjour : Incluse Location draps : 6,50 € Ménage fin de séjour : 50 € Animaux : Non Chèques vacances : Non","
Ancienne grange du 18ème siècle, le gîte ""Brindille"" est une grande maison chaleureuse et conviviale, située en lisière de Forêt de Lyons en Normandie. Lieu idéal pour retrouvailles en famille, répétitions, théâtre, musique. "
Grande Maison des Chérottes,22,107 km,106596,1 hour 34 mins,5610,1 hour 22 mins,4934,"133 Chemin de Roman, 27240 Damville, France","48.860780, 1.054079",http://www.grandsgites.com/gite-27-cherottes-2280.htm,,,06.77.33.34.47,"Gestion libre : None  Autres infos : En semaine, du dimanche soir 18h30 au vendredi soir 18h00, la grande maison peut être louée pour 20 € par jour et par personne sous réserve d'un minimum de 12 personnes et de 2 jours.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Non","
Grande maison à colombages en bord de rivière avec tout le confort moderne (plancher chauffant, salle de bain privative dans chaque chambre, télévisions). Au rez de chaussée, une cuisine à l'américaine toute équipée ouverte sur un grand salon avec tables, chaises, canapé, chauffage par le sol, chaine-hifi et écran plat mis en valeur par une grande baie vitrée donnant sur une terrasse en bord de rivière avec SPA professionnel 7 places 87 jets balnéothérapie et luminothérapie, barbecue et table de ping-pong. Au rez de chaussez 3 chambres dont une accès handicapés. A l'étage 2 chambres et un dortoir. Accès aux prés entourant le domaine pour la pratique d'activités de plein air tel que le foot, rugby, frisbee, course, volley (sur carrière en sable), canoé, tennis etc. Randonnées dans les bois et sentiers avoisinants."
La Conterie,24,194 km,193791,2 hours 10 mins,7811,1 hour 58 mins,7059,"179-231 Rue du Bourg, 27210 Fatouville-Grestain, France","49.404334,0.32864",http://www.grandsgites.com/gite-27-la-conterie-1761.htm,,,02.32.42.31.25,"Gestion libre : None  Autres infos : Prix pour un groupe de 17 à 20 personnes, 50 € par personne supplémentaire (6 personnes au maximum).  Taxe de séjour : 0,30 €/nuit/adulte Location draps : 16 € Ménage fin de séjour : 170 € Animaux : Non admis Chèques vacances : Oui","
Location, près de Honfleur de gites et chambres d'hôtes avec piscine chauffée pendant les beaux jours. Les gites et les chambres peuvent accueillir de 2 à 8 personnes avec une capacité maximale de 24 personnes sur 2 bâtiments. Un sauna est à votre disposition avec un accès payant. En groupe, en famille ou entre amis passez un séjour agréable à la campagne. Profitez pour visiter Honfleur et son petit port de pêche, Deauville et ses célèbres planches, Etretat et ses falaises."
Le Clos Glatigny,15,177 km,176929,2 hours 6 mins,7544,1 hour 53 mins,6772,"37 Rue aux Mares, 76890 Saint-Vaast-du-Val, France","49.691000, 1.004278",http://www.grandsgites.com/gite-76-clos-glatigny-3248.htm,,06.81.33.92.02,09.71.48.34.49,"Gestion libre : None  Autres infos : Week-ends charges comprises  Taxe de séjour : 0,65 €/nuit/pers. Location draps : 7 € Ménage fin de séjour : 70 € Animaux : Admis Chèques vacances : Oui","
Le Clos Glatigny est une belle maison confortable pour 15 personnes à 25 km de la mer avec 3000m² de jardin paysagé clos, salons jardin et barbecue. Au rez-de-chaussée, un salon avec billard, jeux pour enfants, déguisements, télévision, clic clac, une  salle à manger de 30m², une cuisine équipée, une chambre avec salle d’eau accès handicapés et 2 WC. A l’étage 5 chambres + salle d’eau et WC."
Les Gîtes de la Forêt,31,101 km,101029,1 hour 25 mins,5083,1 hour 13 mins,4406,"177 La Ronce, 27120 Fontaine-sous-Jouy, France","49.059259,1.273339",http://www.grandsgites.com/gite-27-de-la-foret-1054.htm,,,07.82.20.90.24,Gestion libre : None  Autres infos : Mid-week possible.  Taxe de séjour : Non incluse Location draps : 6 à 8 € Ménage fin de séjour : Gite 21 pers. : 130 € Animaux : Non admis Chèques vacances : Non,"
Les Gîtes de la Forêt vous accueillent en Normandie pour un séjour au calme, dans cette région privilégiée de la vallée d'Eure (à une heure de Paris, entre Pacy-sur-Eure, Evreux, Vernon, Giverny). Ils sont situés dans un domaine de 4.2 hectares paysagés, en bordure d'une forêt domaniale de 150 hectares. Vous apprécierez le confort et le charme de ces gîtes de plain-pied, joliment décorés : gîte de groupe de 21 personnes et deux gîtes de 5 personnes. La grande terrasse orientée plein sud, les aires de jeux (baby foot, ping-pong, pétanque...) vous feront profiter de bons moments de convivialité entre amis ou en famille. 
"
