name,n_beds,distance_text,distance_value,duration_in_traffic_text,duration_in_traffic_value,duration_text,duration_value,full_direction,gps,internal_url,external_url,mobile,phone,price,description
Ferme Relais de la Baie de Somme,42,229 km,229372,2 hours 42 mins,9695,2 hours 26 mins,8789,"29 Rue de la Gare, 80860 Ponthoile, France","50.210478,1.684232",http://www.grandsgites.com/gite-80-ferme-relais-1019.htm,,06.81.65.25.24,03.22.27.07.11,"Gestion libre : Gîte de la Baie de Somme :  Autres infos : Tarifs des autres gites ou location des 3 gîtes : nous consulter.  Taxe de séjour : 0,20 €/pers./nuit Location draps : 8 € Ménage fin de séjour : 80 € (1 gîte) Animaux : Admis 8 € Chèques vacances : Oui","
Au coeur de la baie de somme, dans une campagne verdoyante et calme, au charme naturel. Demeure de caractère, ferme typique de 1860, classée au Patrimoine Remarquable proche des plages de le Crotoy, le Marquenterre et Saint Valéry sur somme. Venez vous détendre en famille, en groupe,entre amis, seniors, petits séminaires ou centre équestre. Particulièrement adapté pour des vacances, week-end ou pour un court séjour dans un de nos 3 gîtes pour 12,14 ou 16 personnes dont 2 gîtes avec une chambre accessible aux personnes à mobilité réduite / handicapé. Deux gîtes communiquent entre eux pour 30 personnes. Les chambres disposent quasiment toutes de sanitaires privés. Un centre équestre sur place avec nos chevaux d'élevage ""les Hensons"" vous permettront de découvrir la baie de somme (à 400 m). Les enfants pourront aller voir les animaux de la ferme (chèvres, moutons, poules, canards, poneys et cochons vietnamiens....) Grand parking à l'intérieur de la ferme et chemins d'accès à la randonnée à 300 m ou pistes cyclables proches.
Accueil convivial et familial."
Le Chalet du Pêcheur,25,232 km,231924,2 hours 44 mins,9842,2 hours 30 mins,9011,"3 Rue Claude Debussy, 76117 Incheville, France","50.016723,1.50342",http://www.grandsgites.com/gite-80-chalet-1084.htm,,06.76.31.88.81,02.35.50.64.14,Gestion libre : None  Autres infos : Le forfait ménage est obligatoire.  Taxe de séjour : Incluse Location draps : 15 € Ménage fin de séjour : 140 € Animaux : Admis Chèques vacances : Non,"
Faites vous plaisir, créez vos souvenirs dans le confort, la nature, le calme, dans ce grand gîte fraichement rénové. Au sein d'une propriété de famille de 9 hectares avec lac privé et rivière. Au sud de la Baie de Somme, à 10 mn du Tréport et de la ravissante station balnéaire de Mers-les-Bains. Sur une surface habitable de 300 m² avec cheminée, la demeure et son très grand jardin se situent dans un environnement privilégié et naturel entre la rivière et le lac. Ponton, barque, pêche, pinède, rivière, trampoline géant, salle de jeux. Environnement naturel avec animaux. Jardin clos et sécurisé. Autre gîte ""La Huilerie"" pour 15 pers. et salle de réception, sur la même propriété, à l'autre extrémité du lac (500m)."
Gite de la Ferme,34,230 km,230205,2 hours 42 mins,9737,2 hours 29 mins,8914,"Le Rapeti, 80770 Beauchamps, France","50.004867,1.521702",http://www.grandsgites.com/gite-80-gite-de-la-ferme-987.htm,,,03.22.30.92.23,"Gestion libre : Idée de Budget par personne et par nuit :  Autres infos : Nous restons a votre entière disposition pour tout devis détaillé.  Taxe de séjour : Incluse Location draps : 7 € / personne
 Ménage fin de séjour : Avec supplément Animaux : Oui Chèques vacances : Oui","
Un gîte de 34 couchages dans une ferme d'une ancienne Abbaye cistercienne du 16ème siècle. Activités multiples sur place dont l'équitation et les balades à pied ou a cheval, mais aussi pêche, voile, canoë. La forêt est toute proche (500 m) et la mer à 12 km. "
La Volière,15,231 km,231449,2 hours 43 mins,9795,2 hours 29 mins,8965,"11 Rue de la Mairie, 80770 Beauchamps, France","50.017748,1.510649",http://www.grandsgites.com/gite-80-voliere-1319.htm,,,06.85.17.65.17,"Gestion libre : None  Autres infos : Sur demande petits déjeuners : 4 €/personne  Taxe de séjour : Incluse Location draps : 7 € Ménage fin de séjour : 40 € Animaux : Admis week-end 5 €, semaine 10 € Chèques vacances : Oui","
Gite accessible PMR avec 1 lit médicalisé électrique. Au coeur du village, cadre paisible et verdoyant, la décoration et les chambres à thème de ce gîte vous séduiront pour vos réunions de famille, groupe d'amis, associations ou déplacement professionnel. A proximité la vallée, les étangs et la forêt où vous pourrez faire de belles randonnées à pied VTT ou à cheval.  Base de loisirs nautiques toute proche - pêche équitation - plage de Mers les Bains à 10 km - Le Tréport et son funiculaire - la Ville d'Eu ville d'histoire - La Baie de Somme à seulement 20 km"
La Carrière l'Evêque,15,139 km,139361,1 hour 54 mins,6846,1 hour 39 mins,5942,"23 La Carrière l'Évêque, 02200 Septmonts, France","49.340131, 3.357524",http://www.grandsgites.com/gite-02-carriere-eveque-3464.htm,,,06.82.09.42.43,"Gestion libre : None  Autres infos : Location en exclusivité de la propriété: minimum 2 nuits consécutives 
15 personnes maxi dont 7 mineurs maximum:  Taxe de séjour : 1 €/nuit/pers. Location draps : Inclus Ménage fin de séjour : 250 € Animaux : Non admis Chèques vacances : Oui","
Antoine et Sophie vous accueillent dans leur gîte sur les hauteurs de Septmonts pour votre séjour entre amis, en famille ou professionnel. Ce lieu appartient depuis 5 générations à la famille d'Antoine.  
Passeurs de mémoire, nous vous ferons découvrir les sites majeurs qui ont marqué 1914-1918. 
La maison de Maître, datant de 1864, rénovée avec authenticité, est une maison pour recevoir.  
Situé sur à 5 mn de Soissons dans l'Aisne, le site de la ferme de la Carrière l'évêque vous surprendra par sa grandeur avec sa grange médiévale et ses entrées de carrière. Vous vivrez la vie de château le temps d'un instant.  "
Eclat Vert,75,128 km,127572,1 hour 44 mins,6218,1 hour 29 mins,5345,"16 Rue Saint-Denis, 02130 Villers-sur-Fère, France","49.182405,3.533649",http://www.grandsgites.com/gite-02-eclatvert-2468.htm,,06.22.76.54.51,03.23.82.66.81," Autres infos : Nous contacter pour devis  Taxe de séjour : 0,30 €/pers./nuit Location draps : Inclus Ménage fin de séjour : 300 € Animaux : Non admis Chèques vacances : Non","
Bienvenue au gite Eclat Vert. Nous vous accueillons au sud de l'Aisne dans la ferme de la Borne Vitrop à Villers sur Fère. L'environnement saura vous séduire grace au calme et aux espaces vert. 4 Ha de prés, jardins, vergers et espaces boisés."
Gîte Terre et Mer,20,239 km,239254,2 hours 45 mins,9897,2 hours 30 mins,8976,"670 Rue de la Dune, 80550 Le Crotoy, France","50.260251, 1.621799",http://www.grandsgites.com/gite-80-terre-mer-3330.htm,,,06.52.49.29.80,"Gestion libre : None  Autres infos : Pour les groupes inférieurs à 14 personnes, nous pouvons adapter nos tarifs en fonction de la saison.  Taxe de séjour : 0,70 €/pers./nuit Location draps : Non inclus Ménage fin de séjour : 80 € Animaux : Admis Chèques vacances : Oui","
Le gîte entre terre et mer est situé au cœur de la Baie de Somme, face à la réserve naturelle du Marquenterre, à proximité des étangs de Saint Firmin et à 3 km de la plage. Les chemins de randonnée partent au pied du gîte et les pistes cyclables sont à proximité. Surface habitable de 290m² sur deux niveaux. Le gîte est composé de 9 chambres équipées de 2 lits simples. 8 chambres dans le gîte et 1 chambre dans le chalet scandinave. Au rez de chaussée, 1 chambre est équipée d'une salle de bain et d'un toilette et 2 chambres partagent une salle de bain et un toilette. A l'étage, 3 chambres sont équipées d'une salle de bain et d'un toilette et 2 chambres partagent une salle de bain et un toilette. Dans le jardin, le chalet scandinave est équipé d'une salle de bain et d'un toilette (Possibilité de rajouter 1 lit dans deux chambres). La cuisine est entièrement équipée. Salon/salle à manger avec tables, chaises et une cheminée (bois gratuit). Une grande terrasse extérieure ainsi qu'un jardin de 1500 m² avec barbecue, tables et parking privé sont à votre disposition. Nous pouvons vous fournir les draps (en supplément) et nous pouvons vous proposer différents menus pour la livraison de repas au gîte. Nous sommes des amoureux de la baie de somme et nous serons très heureux de partager avec vous nos randonnées préférés, des idées d’activités ou vous mettre en relation avec un guide qui vous emmènera voir les phoques à pied à travers la baie."
Domaine du Lieu Dieu,82,230 km,230245,2 hours 42 mins,9731,2 hours 28 mins,8908,"12 Le Lieu Dieu, 80770 Beauchamps, France","50.004615,1.520768",http://www.grandsgites.com/gite-80-domaine-lieu-dieu-1066.htm,,,03.22.30.92.23,"Gestion libre : Idée de Budget par personne et par nuit :  Autres infos : Nous restons a votre entière disposition pour tout devis détaillé.  Taxe de séjour : Incluse Location draps : 7 € / personne
 Ménage fin de séjour : Avec supplément Animaux : Admis Chèques vacances : Oui","
Ferme d’une ancienne Abbaye Cistercienne du 16ème siècle dans une propriété de 70ha. Trois bâtiments dans la même cour. Deux sont communicants de l’intérieur pour 64 couchages. Le troisième a une capacité de 18 couchages. Centre équestre sur place, balades a pied, à cheval ou à velo. Pêche dans nos étangs gratuite pour les personnes hébergés sur le site. Base nautique (voile et canoë kayak...). La forêt à 500m et la mer à seulement 12km."
Les Célestines,15,229 km,229461,2 hours 36 mins,9354,2 hours 21 mins,8435,"121 Rue de Bellevue, 80120 Bernay-en-Ponthieu, France","50.262108,1.750264",http://www.grandsgites.com/gite-80-celestines-1872.htm,,06.24.82.57.07,03.22.29.92.55,"Gestion libre : None  Autres infos : Possibilité de repas par le traiteur, vente de boissons sur place si besoin.
Possibilité de paniers petits déjeuners livrés à partir de 8 h 30 sur réservation au tarif de 10 €/pers ou 6 €/enfant - 12 ans  Taxe de séjour : None Location draps : Inclus (lits faits) Ménage fin de séjour : 120 € Animaux : Admis (2 maxi, tenus en laisse et pas d'accès aux chambres. Supplément de 5 €/chien/ nuit ou 25 €/chien/semaine) Chèques vacances : Oui","
Evadez-vous en famille ou entre amis en Baie de Somme. Notre gîte de groupe de 15 pers vous accueille dans un cadre bucolique. Moderne, confortable, ce gîte de haut standing vous propose 7 chambres de 2 à 3 personnes et 5 salles d'eau (douche italiennes). Au rdc : 2 chambres doubles (une avec un lit double, une avec deux lits simples) avec une salle de bain commune aux deux et WC séparés; une 3ème chambre avec un lit double et une salle de douche adaptée aux handicapés "
Gîte Belleau,14,101 km,101226,1 hour 29 mins,5317,1 hour 14 mins,4464,"1 Chemin de la Ferme, 02400 Belleau, France","49.084024,3.291548",http://www.grandsgites.com/gite-02-belleau-1301.htm,,06.11.78.15.86,03.23.70.64.09,"Gestion libre : Nous consulter  Autres infos : Comme notre gîte, nos tarifs sont modulables en fonction du nombre de personnes et de la durée du séjour.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Admis Chèques vacances : Non","
Notre gîte est situé sur les hauteurs du village de Belleau, au coeur de la campagne du sud de l'Aisne, à 80 km de Paris et 60 km de Reims. Envie de se ressourcer au contact de dame Nature, besoin de calme et de grand air, l'endroit est idéal ! Possibilité aussi de balades culturelles ou sportives. En famille, entre amis venez vous y  retrouver et savourer la sérénité d'un lieu naturel."
Gîtes des Garennes,42,236 km,235787,2 hours 43 mins,9754,2 hours 27 mins,8833,"386 Chemin des Morts, 80120 Rue, France","50.284074, 1.686174",http://www.grandsgites.com/gite-80-garennes-3343.htm,,,03.22.25.73.44,Gestion libre : None  Taxe de séjour : Incluse Location draps : Non inclus Ménage fin de séjour : 40 € Animaux : Admis 20 € Chèques vacances : Oui,"
Bienvenue aux gites des garennes, nous vous accueillons dans une ancienne fermette de style picard. Notre structure est composée de 5 gites tout confort. Votre séjour entre amis ou en famille sera inoubliable, la baie de Somme fait de ce lieu un des plus beau endroit du monde. Ce cadre reposant saura rendre ce lieu adapté à toutes les activités de la région."
Ecurie du Domaine,50,171 km,170704,2 hours 13 mins,7956,1 hour 58 mins,7090,"10 Chemin du Domaine, 80730 Saveuse, France","49.899420, 2.209293",http://www.grandsgites.com/gite-80-ecurie-domaine-2688.htm,,,03.22.54.13.00,"Gestion libre : None Demi-pension : 35 €  Autres infos : Tarifs spécifiques pour l’accueil des groupes d'enfants (centres de loisirs, écoles, etc.), devis sur simple demande.  Taxe de séjour : 0,25 €/pers./nuit Location draps : Non Ménage fin de séjour : 75 € Animaux : Admis Chèques vacances : Oui","
Implanté au cœur d'un centre-équestre, dans un cadre paisible et convivial à seulement 4km d'Amiens, Le Domaine met à votre disposition une salle de Réception d'une capacité d'accueil de 70 personnes minimum, avec coin cuisine, une grande Cuisine aménagée professionnelle, quatre chambrées d'une capacité totale de 50 couchages, avec bloc sanitaire comprenant WC et douches. Location avec ou sans hébergement (nuitée), pour tout événement (Mariage, Anniversaires, Réunions de famille, etc), accueil de groupes scolaires, Centres de loisirs, groupes de randonneurs, etc."
Château des Lys,50,223 km,223108,2 hours 37 mins,9392,2 hours 21 mins,8481,"18bis Rue de Port le Grand, 80970 Sailly-Flibeaucourt, France","50.17527,1.766936",http://www.grandsgites.com/gite-80-chateau-lys-929.htm,,06.78.74.06.87,03.22.28.53.43," Autres infos : Je reste à votre disposition pour les tarifs en fonction de la période, du nombre de personnes, etc...  Taxe de séjour : Inclus Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Oui","
Bienvenue en Château des Lys, un charmant chateau de 1850 et un manifique parc de 6 hectares avec des trampolines, piscine (non chauffee) et étang avec canards, situé aux abords de l'estuaire de la Somme. Gite de groupe dans l'aile gauche du château avec cuisine professionel, grand salle de reception, chambres et dortoir pour groupes de 12-30 personnes. Dans le château en entier il est possible d'accueillir jusqu'à 50 personnes. Il ya un grande véranda, un salon avec cheminée et différentes pièces de séjour. Calme et spacieux, ideal pour des réunions familiale, séjour entre amis, séminaires et stages. Gestion libre, petit-dejeuner, brunch ou demi-pension."
Lieu Dieu,118,230 km,230171,2 hours 42 mins,9721,2 hours 28 mins,8898,"12 Le Lieu Dieu, 80770 Beauchamps, France","50.0052567,1.5211344",http://www.grandsgites.com/gite-80-lieu-dieu-125.htm,,,03.22.30.92.23,"Gestion libre : Idée de Budget par personne et par nuit :  Autres infos : Nous restons a votre entière disposition pour tout devis détaillé.  Taxe de séjour : Incluse Location draps : 7 € / personne
 Ménage fin de séjour : Avec supplément Animaux : Oui Chèques vacances : Oui","
Ferme d’une ancienne Abbaye Cistercienne du 16ème siècle dans une propriété de 70ha pour 118 couchages avec : trois bâtiments d’époque dans la même cour dont deux sont communicants de l’intérieur pour 64 couchages et le troisième a une capacité de 18 couchages, 4 Roulottes de 4 personnes chacune, tout confort avec 2 chambres, kitchenette, sdb et WC, un gite rural de 6 couchages en 2 chambres à l’étage et au rez de chaussée cuisine, sale/salon avec cheminée, une yourte typique Mongole de 4 couchages avec bloc sanitaire à proximité, un habitat Flottant de 6 personnes avec 2 chambres, kitchenette, sdb et WC, sale/salon."
Gite de groupe Lieu Dieu,64,230 km,230188,2 hours 42 mins,9725,2 hours 28 mins,8902,"12 Le Lieu Dieu, 80770 Beauchamps, France","50.005519,1.520607",http://www.grandsgites.com/gite-80-groupe-lieu-dieu-986.htm,,,03.22.30.92.23,"Gestion libre : Idée de Budget par personne et par nuit :  Autres infos : Nous restons a votre entière disposition pour tout devis détaillé.  Taxe de séjour : Incluse Location draps : 7 € / personne
 Ménage fin de séjour : Avec supplément Animaux : Oui Chèques vacances : Oui","
Ferme d’une ancienne Abbaye Cistercienne du 16ème siècle dans une propriété de 70ha. Deux batiments communicants de l’intérieur pour offrir jusqu’à 64 couchages. Centre équestre sur place, balades a pied, à cheval ou à velo. Pêche dans nos étangs gratuite pour les personnes hébergés sur le site. Base nautique (voile, canoë kayak...). La forêt à 500m et la mer à 12km."
Villa Vieux Chêne,16,238 km,237574,2 hours 54 mins,10439,2 hours 40 mins,9602,"10 Route du Vieux Chêne Cise, 80460 Ault, France","50.084876,1.429056",http://www.grandsgites.com/gite-80-vieux-chene-1473.htm,,,07.82.21.27.90 / 06.32.88.36.67,Gestion libre : Nous consulter pour un tarif précis.  Taxe de séjour : None Location draps : Non Ménage fin de séjour : None Animaux : None Chèques vacances : None,"
Maison située dans le site classé du Bois De Cise, site résidentiel à 500 m de la mer, à 5 mn des villes Mers les Bains, Le Tréport et la ville d'EU sur trois niveaux sur un terrain boisé de 2700  m². RDC de 120  m² comprenant un séjour de 50m², chambre 16m² 1lit 2 pers. (160*200), chambre 16m² 1 lit 2 pers.(140*190), salle d’eau, WC. Cuisine séparée. 1er étage chambre 30m², 1 lit 2 pers. (160*200), chambre 16m², 1 lits 2 pers. (140*190), 1 lit 1 pers., chambre 10m², 1 lit 2 pers. (140*190) salle de bains : baignoire, lavabo, WC. 2ème étage, une surface unique de 70m², comprenant 1 salon, 2 lits 2 pers. (140*190), 2 lits 1 pers., 1 méridienne lit, salle de douche et WC. La maison est louée meublée sans fournitures de draps ni linge, équipée du chauffage central au fioul. L’entrée du Bois de Cise se trouve sur la 940D, entre Ault et Mers les Bains. La maison se trouve sur la route principale du bois juste après le ""Square du Puits"" et à l’angle du ""Chemin des Rossignoles"" à 900  m de l’entrée du bois, et à 500 m des falaises."
La Margueritelle,85,244 km,243765,2 hours 51 mins,10283,2 hours 36 mins,9362,"Ferme de la Margueritelle, 80120 Quend, France","50.2965910,1.5990579",http://www.grandsgites.com/gite-80-la-margueritelle-592.htm,,06.15.32.67.55,03.22.25.81.25,Gestion libre : None  Autres infos : Lit fait à l'arrivée.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non Chèques vacances : None,"
6 grands gites de groupe de grande capacité (85 personnes)  avec grandes salles de repas en Baie de somme Marquenterre pour location week-end, vacances ou réunion, réception, repas en famille ou entre amis, séniors, copains, retraités. Gite idéal pour anniversaire, surprise, cadeau, départs en retraite sénior, cousinades, pêche, séminaire, anniversaire de mariage, char à voile, kayak randos, vtt. 6 gites de groupe de 9 à 18 couchages pour une capacité totale de 85 personnes. Nos locations en gites de groupe sont à 5 mn en voiture de la mer et des plages de Quend plage et Fort Mahon plage et de Le Crotoy et à 15 mn de ST Valery sur somme au coeur de la baie de Somme. Des vélos en location sur place et une piste cyclable vous emmènent en randos que ce soit en famille ou entre amis, entre jeunes ou séniors, découvrir le charme de notre belle dame nature. Proche des plages de la baie de Somme, de la côte Picarde et de la Côte d’Opale, de Quend Plage, Fort Mahon plage, le Touquet, le Crotoy, Berck plage. Idéal pour vos week-ends ou vacances que ce soit en février, à Pâques, vacances d'été ou de Toussaint et de Noël et nouvel an. Gite N°6 accessible PMR idéal pour séjours maison de retraite, ehpad, personnes âgées à mobilité réduite, séjours thérapeutique, IME. Sur place, volley, pétanque, pêche à la carpe, location vélos.
"
Sur les chemins de la bohème,16,78.3 km,78280,1 hour 31 mins,5434,1 hour 12 mins,4303,"3 Route de l'Écluse, 60820 Boran-sur-Oise, France","49.154622, 2.361385",http://www.grandsgites.com/gite-60-chemins-boheme-3490.htm,,,06.20.23.10.94,Gestion libre : None  Taxe de séjour : Non incluse Location draps : Non inclus Ménage fin de séjour : 150 € Animaux : Non admis Chèques vacances : Non,"
Sur les chemins de la bohème est une grande ferme du 17ème entièrement rénovée sur les bords de l'Oise à 30 mn de Paris. Cette bâtisse de prestige de 450 m², construite en véritable pierre de Creil, a été entièrement rénovée afin de vous offrir des prestations de grande qualité tout en conservant son caractère authentique. Sur place, sa piscine, son terrain de pétanque, son brasero, sa table de ping-pong et son four a pain vous permettront de partager des moments inoubliables."
